Day,Month,Year,Sunrise,Sunset
3,7,2016,05:37,20:31
4,7,2016,05:37,20:31
5,7,2016,05:38,20:30
6,7,2016,05:38,20:30
7,7,2016,05:39,20:30
8,7,2016,05:40,20:29
9,7,2016,05:40,20:29
10,7,2016,05:41,20:29
11,7,2016,05:42,20:28
12,7,2016,05:42,20:28
13,7,2016,05:43,20:27
14,7,2016,05:44,20:27
15,7,2016,05:44,20:26
16,7,2016,05:45,20:26
17,7,2016,05:46,20:25
18,7,2016,05:47,20:24
19,7,2016,05:48,20:24
20,7,2016,05:48,20:23
21,7,2016,05:49,20:22
22,7,2016,05:50,20:21
23,7,2016,05:51,20:20
24,7,2016,05:52,20:20
25,7,2016,05:53,20:19
26,7,2016,05:54,20:18
27,7,2016,05:54,20:17
28,7,2016,05:55,20:16
29,7,2016,05:56,20:15
30,7,2016,05:57,20:14
31,7,2016,05:58,20:13
1,8,2016,05:59,20:12
2,8,2016,06:00,20:11
3,8,2016,06:01,20:10
4,8,2016,06:02,20:09
5,8,2016,06:03,20:07
6,8,2016,06:04,20:06
7,8,2016,06:05,20:05
8,8,2016,06:06,20:04
9,8,2016,06:06,20:03
10,8,2016,06:07,20:01
11,8,2016,06:08,20:00
12,8,2016,06:09,19:59
13,8,2016,06:10,19:57
14,8,2016,06:11,19:56
15,8,2016,06:12,19:55
16,8,2016,06:13,19:53
17,8,2016,06:14,19:52
18,8,2016,06:15,19:51
19,8,2016,06:16,19:49
20,8,2016,06:17,19:48
21,8,2016,06:18,19:46
22,8,2016,06:19,19:45
23,8,2016,06:20,19:43
24,8,2016,06:21,19:42
25,8,2016,06:21,19:40
26,8,2016,06:22,19:39
27,8,2016,06:23,19:37
28,8,2016,06:24,19:36
29,8,2016,06:25,19:34
30,8,2016,06:26,19:33
31,8,2016,06:27,19:31
1,9,2016,06:28,19:30
2,9,2016,06:29,19:28
3,9,2016,06:30,19:27
4,9,2016,06:31,19:25
5,9,2016,06:32,19:23
6,9,2016,06:33,19:22
7,9,2016,06:34,19:20
8,9,2016,06:35,19:19
9,9,2016,06:35,19:17
10,9,2016,06:36,19:15
11,9,2016,06:37,19:14
12,9,2016,06:38,19:12
13,9,2016,06:39,19:10
14,9,2016,06:40,19:09
15,9,2016,06:41,19:07
16,9,2016,06:42,19:05
17,9,2016,06:43,19:04
18,9,2016,06:44,19:02
19,9,2016,06:45,19:00
20,9,2016,06:46,18:59
21,9,2016,06:47,18:57
22,9,2016,06:48,18:56
23,9,2016,06:49,18:54
24,9,2016,06:49,18:52
25,9,2016,06:50,18:51
26,9,2016,06:51,18:49
27,9,2016,06:52,18:47
28,9,2016,06:53,18:46
29,9,2016,06:54,18:44
30,9,2016,06:55,18:43
1,10,2016,06:56,18:41
2,10,2016,06:57,18:39
3,10,2016,06:58,18:38
4,10,2016,06:59,18:36
5,10,2016,07:00,18:35
6,10,2016,07:01,18:33
7,10,2016,07:02,18:31
8,10,2016,07:03,18:30
9,10,2016,07:04,18:28
10,10,2016,07:05,18:27
11,10,2016,07:06,18:25
12,10,2016,07:07,18:24
13,10,2016,07:08,18:22
14,10,2016,07:09,18:21
15,10,2016,07:10,18:19
16,10,2016,07:11,18:18
17,10,2016,07:12,18:16
18,10,2016,07:13,18:15
19,10,2016,07:14,18:14
20,10,2016,07:16,18:12
21,10,2016,07:17,18:11
22,10,2016,07:18,18:09
23,10,2016,07:19,18:08
24,10,2016,07:20,18:07
25,10,2016,07:21,18:05
26,10,2016,07:22,18:04
27,10,2016,07:23,18:03
28,10,2016,07:24,18:02
29,10,2016,07:25,18:00
30,10,2016,07:27,17:59
31,10,2016,07:28,17:58
1,11,2016,07:29,17:57
2,11,2016,07:30,17:56
3,11,2016,07:31,17:55
4,11,2016,07:32,17:53
5,11,2016,07:33,17:52
6,11,2016,06:34,16:51
7,11,2016,06:36,16:50
8,11,2016,06:37,16:49
9,11,2016,06:38,16:48
10,11,2016,06:39,16:47
11,11,2016,06:40,16:47
12,11,2016,06:41,16:46
13,11,2016,06:42,16:45
14,11,2016,06:44,16:44
15,11,2016,06:45,16:43
16,11,2016,06:46,16:43
17,11,2016,06:47,16:42
18,11,2016,06:48,16:41
19,11,2016,06:49,16:40
20,11,2016,06:50,16:40
21,11,2016,06:51,16:39
22,11,2016,06:53,16:39
23,11,2016,06:54,16:38
24,11,2016,06:55,16:38
25,11,2016,06:56,16:37
26,11,2016,06:57,16:37
27,11,2016,06:58,16:36
28,11,2016,06:59,16:36
29,11,2016,07:00,16:36
30,11,2016,07:01,16:36
1,12,2016,07:02,16:35
2,12,2016,07:03,16:35
3,12,2016,07:04,16:35
4,12,2016,07:05,16:35
5,12,2016,07:06,16:35
6,12,2016,07:07,16:35
7,12,2016,07:08,16:35
8,12,2016,07:08,16:35
9,12,2016,07:09,16:35
10,12,2016,07:10,16:35
11,12,2016,07:11,16:35
12,12,2016,07:12,16:35
13,12,2016,07:12,16:36
14,12,2016,07:13,16:36
15,12,2016,07:14,16:36
16,12,2016,07:14,16:36
17,12,2016,07:15,16:37
18,12,2016,07:16,16:37
19,12,2016,07:16,16:38
20,12,2016,07:17,16:38
21,12,2016,07:17,16:39
22,12,2016,07:18,16:39
23,12,2016,07:18,16:40
24,12,2016,07:19,16:40
25,12,2016,07:19,16:41
26,12,2016,07:19,16:42
27,12,2016,07:20,16:42
28,12,2016,07:20,16:43
29,12,2016,07:20,16:44
30,12,2016,07:20,16:44
31,12,2016,07:21,16:45
1,1,2017,07:21,16:46
2,1,2017,07:21,16:47
3,1,2017,07:21,16:48
4,1,2017,07:21,16:49
5,1,2017,07:21,16:50
6,1,2017,07:21,16:51
7,1,2017,07:21,16:51
8,1,2017,07:21,16:52
9,1,2017,07:20,16:53
10,1,2017,07:20,16:54
11,1,2017,07:20,16:56
12,1,2017,07:20,16:57
13,1,2017,07:19,16:58
14,1,2017,07:19,16:59
15,1,2017,07:19,17:00
16,1,2017,07:18,17:01
17,1,2017,07:18,17:02
18,1,2017,07:17,17:03
19,1,2017,07:17,17:04
20,1,2017,07:16,17:05
21,1,2017,07:16,17:07
22,1,2017,07:15,17:08
23,1,2017,07:14,17:09
24,1,2017,07:14,17:10
25,1,2017,07:13,17:11
26,1,2017,07:12,17:12
27,1,2017,07:11,17:14
28,1,2017,07:11,17:15
29,1,2017,07:10,17:16
30,1,2017,07:09,17:17
31,1,2017,07:08,17:18
1,2,2017,07:07,17:20
2,2,2017,07:06,17:21
3,2,2017,07:05,17:22
4,2,2017,07:04,17:23
5,2,2017,07:03,17:24
6,2,2017,07:02,17:26
7,2,2017,07:01,17:27
8,2,2017,07:00,17:28
9,2,2017,06:59,17:29
10,2,2017,06:58,17:30
11,2,2017,06:56,17:31
12,2,2017,06:55,17:33
13,2,2017,06:54,17:34
14,2,2017,06:53,17:35
15,2,2017,06:51,17:36
16,2,2017,06:50,17:37
17,2,2017,06:49,17:38
18,2,2017,06:48,17:40
19,2,2017,06:46,17:41
20,2,2017,06:45,17:42
21,2,2017,06:44,17:43
22,2,2017,06:42,17:44
23,2,2017,06:41,17:45
24,2,2017,06:39,17:46
25,2,2017,06:38,17:47
26,2,2017,06:36,17:49
27,2,2017,06:35,17:50
28,2,2017,06:34,17:51
1,3,2017,06:32,17:52
2,3,2017,06:31,17:53
3,3,2017,06:29,17:54
4,3,2017,06:28,17:55
5,3,2017,06:26,17:56
6,3,2017,06:25,17:57
7,3,2017,06:23,17:58
8,3,2017,06:21,17:59
9,3,2017,06:20,18:00
10,3,2017,06:18,18:02
11,3,2017,06:17,18:03
12,3,2017,07:15,19:04
13,3,2017,07:14,19:05
14,3,2017,07:12,19:06
15,3,2017,07:10,19:07
16,3,2017,07:09,19:08
17,3,2017,07:07,19:09
18,3,2017,07:06,19:10
19,3,2017,07:04,19:11
20,3,2017,07:02,19:12
21,3,2017,07:01,19:13
22,3,2017,06:59,19:14
23,3,2017,06:58,19:15
24,3,2017,06:56,19:16
25,3,2017,06:54,19:17
26,3,2017,06:53,19:18
27,3,2017,06:51,19:19
28,3,2017,06:50,19:20
29,3,2017,06:48,19:21
30,3,2017,06:46,19:22
31,3,2017,06:45,19:23
1,4,2017,06:43,19:24
2,4,2017,06:42,19:25
3,4,2017,06:40,19:26
4,4,2017,06:38,19:27
5,4,2017,06:37,19:28
6,4,2017,06:35,19:29
7,4,2017,06:34,19:30
8,4,2017,06:32,19:31
9,4,2017,06:31,19:32
10,4,2017,06:29,19:33
11,4,2017,06:27,19:34
12,4,2017,06:26,19:35
13,4,2017,06:24,19:36
14,4,2017,06:23,19:37
15,4,2017,06:21,19:38
16,4,2017,06:20,19:39
17,4,2017,06:19,19:40
18,4,2017,06:17,19:41
19,4,2017,06:16,19:42
20,4,2017,06:14,19:43
21,4,2017,06:13,19:44
22,4,2017,06:11,19:45
23,4,2017,06:10,19:46
24,4,2017,06:09,19:47
25,4,2017,06:07,19:48
26,4,2017,06:06,19:49
27,4,2017,06:05,19:50
28,4,2017,06:03,19:51
29,4,2017,06:02,19:52
30,4,2017,06:01,19:53
1,5,2017,06:00,19:54
2,5,2017,05:58,19:55
3,5,2017,05:57,19:56
4,5,2017,05:56,19:57
5,5,2017,05:55,19:58
6,5,2017,05:54,19:59
7,5,2017,05:53,20:00
8,5,2017,05:52,20:01
9,5,2017,05:50,20:02
10,5,2017,05:49,20:03
11,5,2017,05:48,20:04
12,5,2017,05:47,20:05
13,5,2017,05:46,20:06
14,5,2017,05:45,20:07
15,5,2017,05:45,20:08
16,5,2017,05:44,20:08
17,5,2017,05:43,20:09
18,5,2017,05:42,20:10
19,5,2017,05:41,20:11
20,5,2017,05:40,20:12
21,5,2017,05:40,20:13
22,5,2017,05:39,20:14
23,5,2017,05:38,20:15
24,5,2017,05:38,20:16
25,5,2017,05:37,20:16
26,5,2017,05:36,20:17
27,5,2017,05:36,20:18
28,5,2017,05:35,20:19
29,5,2017,05:35,20:20
30,5,2017,05:34,20:20
31,5,2017,05:34,20:21
1,6,2017,05:33,20:22
2,6,2017,05:33,20:22
3,6,2017,05:33,20:23
4,6,2017,05:32,20:24
5,6,2017,05:32,20:24
6,6,2017,05:32,20:25
7,6,2017,05:32,20:26
8,6,2017,05:31,20:26
9,6,2017,05:31,20:27
10,6,2017,05:31,20:27
11,6,2017,05:31,20:28
12,6,2017,05:31,20:28
13,6,2017,05:31,20:28
14,6,2017,05:31,20:29
15,6,2017,05:31,20:29
16,6,2017,05:31,20:30
17,6,2017,05:31,20:30
18,6,2017,05:31,20:30
19,6,2017,05:31,20:31
20,6,2017,05:32,20:31
21,6,2017,05:32,20:31
22,6,2017,05:32,20:31
23,6,2017,05:32,20:31
24,6,2017,05:33,20:31
25,6,2017,05:33,20:31
26,6,2017,05:33,20:32
27,6,2017,05:34,20:32
28,6,2017,05:34,20:32
29,6,2017,05:34,20:31
30,6,2017,05:35,20:31
1,7,2017,05:35,20:31
2,7,2017,05:36,20:31
3,7,2017,05:36,20:31
4,7,2017,05:37,20:31
5,7,2017,05:38,20:30
6,7,2017,05:38,20:30
7,7,2017,05:39,20:30
8,7,2017,05:39,20:30
9,7,2017,05:40,20:29
10,7,2017,05:41,20:29
11,7,2017,05:41,20:28
12,7,2017,05:42,20:28
13,7,2017,05:43,20:27
14,7,2017,05:44,20:27
15,7,2017,05:44,20:26
16,7,2017,05:45,20:26
17,7,2017,05:46,20:25
18,7,2017,05:47,20:24
19,7,2017,05:47,20:24
20,7,2017,05:48,20:23
21,7,2017,05:49,20:22
22,7,2017,05:50,20:21
23,7,2017,05:51,20:21
24,7,2017,05:52,20:20
25,7,2017,05:53,20:19
26,7,2017,05:53,20:18
27,7,2017,05:54,20:17
28,7,2017,05:55,20:16
29,7,2017,05:56,20:15
30,7,2017,05:57,20:14
31,7,2017,05:58,20:13
1,8,2017,05:59,20:12
2,8,2017,06:00,20:11
3,8,2017,06:01,20:10
4,8,2017,06:02,20:09
5,8,2017,06:02,20:08
6,8,2017,06:03,20:07
7,8,2017,06:04,20:05
8,8,2017,06:05,20:04
9,8,2017,06:06,20:03
10,8,2017,06:07,20:02
11,8,2017,06:08,20:00
12,8,2017,06:09,19:59
13,8,2017,06:10,19:58
14,8,2017,06:11,19:56
15,8,2017,06:12,19:55
16,8,2017,06:13,19:54
17,8,2017,06:14,19:52
18,8,2017,06:15,19:51
19,8,2017,06:16,19:50
20,8,2017,06:17,19:48
21,8,2017,06:18,19:47
22,8,2017,06:18,19:45
23,8,2017,06:19,19:44
24,8,2017,06:20,19:42
25,8,2017,06:21,19:41
26,8,2017,06:22,19:39
27,8,2017,06:23,19:38
28,8,2017,06:24,19:36
29,8,2017,06:25,19:35
30,8,2017,06:26,19:33
31,8,2017,06:27,19:32
1,9,2017,06:28,19:30
2,9,2017,06:29,19:29
3,9,2017,06:30,19:27
4,9,2017,06:31,19:25
5,9,2017,06:32,19:24
6,9,2017,06:32,19:22
7,9,2017,06:33,19:21
8,9,2017,06:34,19:19
9,9,2017,06:35,19:17
10,9,2017,06:36,19:16
11,9,2017,06:37,19:14
12,9,2017,06:38,19:12
13,9,2017,06:39,19:11
14,9,2017,06:40,19:09
15,9,2017,06:41,19:07
16,9,2017,06:42,19:06
17,9,2017,06:43,19:04
18,9,2017,06:44,19:03
19,9,2017,06:45,19:01
20,9,2017,06:45,18:59
21,9,2017,06:46,18:58
22,9,2017,06:47,18:56
23,9,2017,06:48,18:54
24,9,2017,06:49,18:53
25,9,2017,06:50,18:51
26,9,2017,06:51,18:49
27,9,2017,06:52,18:48
28,9,2017,06:53,18:46
29,9,2017,06:54,18:45
30,9,2017,06:55,18:43
1,10,2017,06:56,18:41
2,10,2017,06:57,18:40
3,10,2017,06:58,18:38
4,10,2017,06:59,18:37
5,10,2017,07:00,18:35
6,10,2017,07:01,18:33
7,10,2017,07:02,18:32
8,10,2017,07:03,18:30
9,10,2017,07:04,18:29
10,10,2017,07:05,18:27
11,10,2017,07:06,18:26
12,10,2017,07:07,18:24
13,10,2017,07:08,18:23
14,10,2017,07:09,18:21
15,10,2017,07:10,18:20
16,10,2017,07:11,18:18
17,10,2017,07:12,18:17
18,10,2017,07:13,18:15
19,10,2017,07:14,18:14
20,10,2017,07:15,18:12
21,10,2017,07:16,18:11
22,10,2017,07:17,18:10
23,10,2017,07:19,18:08
24,10,2017,07:20,18:07
25,10,2017,07:21,18:06
26,10,2017,07:22,18:04
27,10,2017,07:23,18:03
28,10,2017,07:24,18:02
29,10,2017,07:25,18:01
30,10,2017,07:26,17:59
31,10,2017,07:27,17:58
1,11,2017,07:29,17:57
2,11,2017,07:30,17:56
3,11,2017,07:31,17:55
4,11,2017,07:32,17:54
5,11,2017,06:33,16:53
6,11,2017,06:34,16:52
7,11,2017,06:35,16:51
8,11,2017,06:36,16:50
9,11,2017,06:38,16:49
10,11,2017,06:39,16:48
11,11,2017,06:40,16:47
12,11,2017,06:41,16:46
13,11,2017,06:42,16:45
14,11,2017,06:43,16:44
15,11,2017,06:44,16:43
16,11,2017,06:46,16:43
17,11,2017,06:47,16:42
18,11,2017,06:48,16:41
19,11,2017,06:49,16:41
20,11,2017,06:50,16:40
21,11,2017,06:51,16:39
22,11,2017,06:52,16:39
23,11,2017,06:53,16:38
24,11,2017,06:54,16:38
25,11,2017,06:56,16:37
26,11,2017,06:57,16:37
27,11,2017,06:58,16:37
28,11,2017,06:59,16:36
29,11,2017,07:00,16:36
30,11,2017,07:01,16:36
1,12,2017,07:02,16:35
2,12,2017,07:03,16:35
3,12,2017,07:04,16:35
4,12,2017,07:05,16:35
5,12,2017,07:06,16:35
6,12,2017,07:06,16:35
7,12,2017,07:07,16:35
8,12,2017,07:08,16:35
9,12,2017,07:09,16:35
10,12,2017,07:10,16:35
11,12,2017,07:11,16:35
12,12,2017,07:11,16:35
13,12,2017,07:12,16:35
14,12,2017,07:13,16:36
15,12,2017,07:14,16:36
16,12,2017,07:14,16:36
17,12,2017,07:15,16:37
18,12,2017,07:16,16:37
19,12,2017,07:16,16:37
20,12,2017,07:17,16:38
21,12,2017,07:17,16:38
22,12,2017,07:18,16:39
23,12,2017,07:18,16:40
24,12,2017,07:19,16:40
25,12,2017,07:19,16:41
26,12,2017,07:19,16:41
27,12,2017,07:20,16:42
28,12,2017,07:20,16:43
29,12,2017,07:20,16:43
30,12,2017,07:20,16:44
31,12,2017,07:20,16:45
